problem,addition,subtraction,multiplication,division
"A carpenter has $6,047 to buy wood. If each piece of wood costs $6, how many pieces can the carpenter buy?",0,0,0,1
"A non-profit organization is buying bumper stickers to give away as part of a campaign. They can spend up to $8,031 on the bumper stickers. If each bumper sticker costs $2, how many bumper stickers will the organization be able to give away?",0,0,0,1
"A school supply company is giving away free chalkboards to promote their dust-free chalk. The company can spend up to $8,066 on the chalkboards. If each chalkboard costs the company $4, how many chalkboards will they be able to give away?",0,0,0,1
"Milford Roofing needs 2,461 roof shingles for some new houses. If each box contains 6 shingles, how many boxes should the construction company buy?",0,0,0,1
"A chef needs to buy 9,421 potatoes. If each bag contains 3 potatoes, how many bags should the chef buy?",0,0,0,1
"A builder needs 8,047 nails to finish a project. If the nails come in packages of 5, how many packages should the builder purchase?",0,0,0,1
"A radio station has $1,444 to buy new CDs. Each CD costs $9. How many CDs can the radio station buy?",0,0,0,1
"A bread company decides to give away free sandwiches across the country to promote their new wheat bread. The company can spend up to $9,527 to buy the sandwiches. If each sandwich costs the company $5, how many sandwiches will they be able to give away?",0,0,0,1
"A bakery received a shipment of 9,401 peaches. If it takes 5 peaches to bake a peach pie, how many peach pies can the bakery make?",0,0,0,1
"The university needs to transport 3,202 fans from the stadium parking lot to the football game. If a van holds 5 people, how many vans should the university plan to use?",0,0,0,1
"Horton Accounting wants to buy 6,047 chocolate truffles for a party. If there are 2 truffles in each box, how many boxes of truffles should the company buy?",0,0,0,1
"There are 1,450 chairs set up in the gym for an assembly. After the assembly, all the chairs will be put away on racks that hold 7 chairs. How many racks are needed?",0,0,0,1
"A politician is ordering buttons for her upcoming campaign. The politician can spend up to $4,406 on the buttons. If each button costs $4, how many buttons will the politician be able to buy?",0,0,0,1
"A new science website has $8,105 to buy online ads. If each ad costs $8, how many ads can the website purchase?",0,0,0,1
"The Bluepoint library has $5,129 to buy science magazines. If each magazine costs $5, how many magazines will the library be able to buy?",0,0,0,1
"A math teacher has $3,041 to buy new calculators. If each calculator costs $8, how many calculators can the teacher buy?",0,0,0,1
"The railroad company wants to sell $4,045 in tickets. If each ticket costs $4, how many tickets will the railroad have to sell to meet its goal?",0,0,0,1
"A cafeteria wants to buy 9,000 plastic spoons. If each package contains 900 plastic spoons, how many packages should the cafeteria buy?",0,0,0,1
"The Greer Fruit Co. needs to ship an order of 3,200 bananas. If each box can hold 800 bananas, how many boxes will the company need?",0,0,0,1
"A printing company needs to ship 8,000 team calendars to the city's basketball team. The printing company can fit 200 calendars in each box. How many boxes will the printing company need to use?",0,0,0,1
"A car dealership has $3,000 to spend on newspaper ads. If each ad costs $1,000, how many ads can the dealership buy?",0,0,0,1
"Miss Pratt has 2,400 gold stickers. She wants to give the same number of stickers to each of her 40 students. How many stickers will each student receive?",0,0,0,1
"A costume designer needs 21,000 centimeters of pink thread for a project. If there are 7,000 centimeters of thread on each spool, how many should she buy?",0,0,0,1
"The city has $7,200 to repave the streets. If it costs $80 to repave each block, how many blocks can the city repave?",0,0,0,1
"Jon, an office manager, needs to order 56,000 pushpins for his company. If the pushpins come in boxes of 70, how many boxes should Jon order?",0,0,0,1
"Renovating a standard school playground requires 3,000 kilograms of sand. With 18,000 kilograms of sand, how many playgrounds can be renovated?",0,0,0,1
"It takes 8,000 pounds of sand to make a beach volleyball court. If the organizers of a tournament purchase 32,000 pounds of sand, how many courts will they be able to make?",0,0,0,1
"An order of jelly beans contains 3,000 jelly beans. If each bag in the shipment can hold 1,000 jelly beans, how many bags does the jelly bean company need to use for the shipment?",0,0,0,1
"A driving tour of the United States is 3,200 miles long. If the tour group can drive 800 miles each day, how many days will they need to complete the tour?",0,0,0,1
"Kensington Bedding needs to ship 4,900 pillows across the country. Each shipping container can hold 70 pillows. How many shipping containers should the company plan to use?",0,0,0,1
A calendar shop has 900 calendars. Each rack can hold 300 calendars. How many racks does the store need to use?,0,0,0,1
"A company has $24,000 to send its employees to a conference. The conference costs $6,000 for each employee who attends. How many employees can the company send to the conference?",0,0,0,1
"Grant County is expecting 9,000 people to vote in an election. If 100 people can vote at each polling place, how many polling places will the county need to have?",0,0,0,1
"An electrician needs to buy 15,000 centimeters of electrical tape. How many rolls of tape should the electrician order if there are 5,000 centimeters of tape on each roll?",0,0,0,1
"Porter's Printing needs to ship 7,200 programs to the Lakeside baseball team. The printing company can fit 800 programs in each box. How many boxes will the printing company need to use?",0,0,0,1
Harry made 800 peppermint candies and put them in silver tins to share with his family and friends. He put 100 peppermint candies in each tin. How many tins was Harry able to fill?,0,0,0,1
"There is $36,000 in a college scholarship fund. If each scholarship will be for $6,000, how many scholarships can the fund give out?",0,0,0,1
"A paper factory needs to ship an order for 4,000 sheets of yellow paper. The factory will put 200 sheets in each box. How many boxes will the paper factory need to use?",0,0,0,1
"A photographer wants to arrange all of his photographs into albums. Each album can hold 700 photographs. If the photographer has 5,600 photographs in all, how many albums will he need?",0,0,0,1
"A new television network is going to give away free TVs as a nationwide promotion. The network can spend up to $6,300 to buy the TVs. If each TV costs the company $900, how many TVs will they be able to give away?",0,0,0,1
"An office needs 12,000 sticky labels. If there are 40 labels per page, how many pages of sticky labels should the office buy?",0,0,0,1
"A climbing gym employee needs to order 7,000 centimeters of rope. How many packages of rope should be ordered if there are 100 centimeters of rope in each?",0,0,0,1
"Top Hat Soda has 8,000 milliliters of cola to bottle. Each bottle holds 2,000 milliliters. How many bottles will the cola fill?",0,0,0,1
"The Austin Fruit Co. needs to ship an order of 9,000 bananas. If each box can hold 300 bananas, how many boxes will the company need?",0,0,0,1
"The railroad company wants to sell $121 in tickets. If each ticket costs $3, how many tickets will the railroad have to sell to meet its goal?",0,0,0,1
"A restaurant has $320 to buy new plates. If the cost of each plate is $4, how many plates will the restaurant be able to buy?",0,0,0,1
Tori had 976 plastic cups. She arranged them on trays that can hold 9 cups. How many trays did Tori need?,0,0,0,1
"A hotel has $811 to buy new pillows. If the cost of each pillow is $3, how many pillows will the hotel be able to buy?",0,0,0,1
"The Washington library has $240 to buy science magazines. If each magazine costs $6, how many magazines will the library be able to buy?",0,0,0,1
Middletown Beverages has 243 fluid ounces of water to bottle. Each bottle holds 6 fluid ounces. How many bottles will the water fill?,0,0,0,1
"A restaurant is hosting a party for 832 guests. If each table can seat 4 guests, how many tables should the restaurant plan to use?",0,0,0,1
"There are 27 people in line to ride the bumper cars. If 7 people can go in each round, how many rounds will it take for all the people to ride?",0,0,0,1
A football team has $89 to spend on hats for their fans. Each hat costs $2. How many hats can the team buy?,0,0,0,1
Kristen took 27 wooden blocks and arranged them in 9 even stacks. How many blocks are in each stack?,0,0,0,1
Mandy had 48 pieces of candy. She split the candy evenly among 4 of her friends. How many pieces of candy did each friend get?,0,0,0,1
Spencer bought 30 tomato plants. He planted them in his garden in 6 even rows. How many tomato plants did Spencer put in each row?,0,0,0,1
"Jonathan gets 32 new baseball cards. If the cards come in packs of 4, how many packs of cards did Jonathan get?",0,0,0,1
Lily had 90 rabbit stickers. She split the stickers evenly among 10 pieces of paper. How many stickers did Lily put on each piece of paper?,0,0,0,1
Javier bakes 24 brownies and arranges them equally on 4 plates to give to 4 neighbors. How many brownies does each neighbor receive?,0,0,0,1
A chef needed to put 10 plates away in the kitchen. She put the plates in stacks of 2. How many stacks did the chef make?,0,0,0,1
Ivan can skate around the park in 12 minutes. How many laps can he skate in 72 minutes?,0,0,0,1
"There are 24 students who want to eat lunch at a picnic area. If each picnic table seats 2 people, how many tables will the students need?",0,0,0,1
Brandon had 120 cherries. He split the cherries evenly among 12 ice cream sundaes. How many cherries did Brandon put on each sundae?,0,0,0,1
An art museum has 11 rooms. The museum owns 110 paintings and the same number are hung in each room. How many paintings are in each room?,0,0,0,1
"Ben needs to buy 50 hamburger buns for a picnic. If there are 5 hamburger buns in each package, how many packages should Ben buy?",0,0,0,1
Carly picked 12 oranges and divided them into 2 equal bags. How many oranges did Carly put in each bag?,0,0,0,1
Wyatt bought 108 balloons and divided them equally into 9 bunches to decorate for a party. How many balloons are in each bunch?,0,0,0,1
Trevor had 16 seashells. He split the seashells evenly among 8 of his friends. How many seashells did Trevor give to each friend?,0,0,0,1
Finn bought 18 balloons and divided them equally into 3 bunches to decorate for a party. How many balloons are in each bunch?,0,0,0,1
Pablo cut 72 celery sticks and arranged them evenly on 9 plates. How many celery sticks did Pablo put on each plate?,0,0,0,1
Leo had 64 pine cones. He divided them equally into 8 bowls. How many pine cones are in each bowl?,0,0,0,1
"Philip needs 11 balls of yarn to knit a sweater. If Philip has 22 balls of yarn, how many sweaters can he make?",0,0,0,1
Kathleen used 99 stamps to mail 9 letters. She used the same number of stamps on each letter. How many stamps did Kathleen put on each letter?,0,0,0,1
Cole rode his bike for a total of 18 kilometers in the past 2 days. He rode the same distance every day. How many kilometers did Cole bike each day?,0,0,0,1
A farmer has 30 goats. They live in 10 pens and each pen has the same number of goats. How many goats live in each pen?,0,0,0,1
Samuel made 54 watercolor paintings. He gave the same number of paintings to each of 6 friends. How many paintings did Samuel give to each friend?,0,0,0,1
"Savannah needs to get 70 ice cream bars for a summer party. If there are 7 ice cream bars in each box, how many boxes should Savannah buy?",0,0,0,1
Joseph had 54 ice cubes. He divided them equally into 9 glasses. How many ice cubes did Joseph put in each glass?,0,0,0,1
"They are to repaint 350 balls in 10 different colors. If they painted an equal number of balls for every color, how many balls are there for each color?
",0,0,0,1
Tessa has 24 pictures of New York City. She gives the same number of pictures to 3 friends. How many pictures does each friend get?,0,0,0,1
It takes Hannah 10 minutes to walk a lap around the pond. How many laps can she walk in 70 minutes?,0,0,0,1
Jeremiah bought 48 flowers and divided them equally into 6 bouquets. How many flowers are in each bouquet?,0,0,0,1
"Danny wants to buy 21 frozen waffles from the grocery store. If there are 7 waffles in each box, how many boxes of frozen waffles should Danny buy?",0,0,0,1
"Sarah picked 45 apples. Her brother picked 9 apples. How many times as many
apples did Sarah pick?",0,0,0,1
"She made 47 gingerbread cookies which she will distribute equally in tiny glass jars. If each jar is to contain 6 cookies each, how many cookies will not be placed in a jar?
",0,0,0,1
"She also prepared 59 croissants which she plans to give to her 8 neighbors. If each neighbor received and equal number of croissants, how many will be left with Marian?",0,0,0,1
"Marian also baked oatmeal cookies for her 30 classmates. If she can place 12 cookies on a tray at a time, how many trays will she need to prepare 276 oatmeal cookies at a time?",0,0,0,1
"Marian’s friends were coming over that afternoon, so she made 480 bite-sized pretzels. If one serving is equal to 12 pretzels, how many servings of bite-sized pretzels was Marian able to prepare?",0,0,0,1
"Lastly, she baked 53 lemon cupcakes for the children in the preschool nearby. If two lemon cupcakes were left at home, how many boxes with 3 lemon cupcakes each were given away",0,0,0,1
"Susie's mom prepared 74 carrot sticks for breakfast. If the carrots were served equally to 12 people, how many carrot sticks were left uneaten?",0,0,0,1
"Susie and her sister gathered all 98 of their teddy bears and placed them on the shelves in their bedroom. If every shelf is 4 feet wide and can carry a maximum of 7 teddy bears, how many shelves will be filled?",0,0,0,1
"Susie’s mother collected all family pictures and wanted to place all of them in an album. If an album can contain 20 pictures, how many albums will she need if there are 480 pictures?",0,0,0,1
"Joe, Susie’s brother, collected all 94 trading cards scattered in his room and placed them in boxes. If a full box can hold a maximum of 8 cards, how many boxes were filled and how many cards are there in the unfilled box?",0,0,0,1
"She had 99 blue sequins which she plans to use as snowflakes for the cards. If she distributes the sequins equally to 12 cards, how many sequins will Melody have left?",0,0,0,1
Melody had 35 mistletoe stickers and wanted to place them equally in 8 cards. How many mistletoe stickers will she have left?,0,0,0,1
"Melody made 26 cut-outs of Christmas trees with red shiny balls. If she planned to paste 4 of this to the front cover of a certain number of cards, how many cards will she be able to make? How many cut-outs of Christmas trees will Melody have left?",0,0,0,1
"Melody printed 53 identical snowman drawings. If she was able to prepare cards with 4 identical drawings each, how many cards was she able to prepare?",0,0,0,1
"They also gathered paper to create some star-shaped papier-mâché. If each star requires 20 pieces of paper and they had 680 pieces of paper, how many stars were they able to make? Was there any paper left over?",0,0,0,1
"Susie’s father repaired the bookshelves in the reading room. If he has 210 books to be distributed equally on the 10 shelves he repaired, how many books will each shelf contain? Are there any books leftover?",0,0,0,1
"Drew prepared 61 servings of butterscotch. If she expects her 6 sweet-tooth guests to share the butterscotch among them equally, how many will be left unconsumed?",0,0,0,1
"They had 119 matchboxes wrapped in colorful shiny wrappers. If they are to distribute the matchboxes equally to the 9 houses in the first block, how many matchboxes will each house receive? Will there by any leftover?",0,0,0,1
"Anna made 33 blueberry cookies. If she shares this equally among her four friends, how many will each receive?",0,0,0,1
"Cristina baked 17 croissants. If she planned to serve this equally to her seven guests, and eat any leftovers herself. How many croissants will Cristina’s guests receive?",0,0,0,1
Allen read about the solar system. He read 10 pages a day of a book which has 120 pages. How many days did it take Allen to finish reading the book?,0,0,0,1
"A piece of rope is 24 feet long. If I cut the rope into 6 equal lengths, how long will each piece be?",0,0,0,1
"Lex read another book with 240 pages. He spent 3 hours reading each day. If he read the same number of pages for 12 days, how many pages did he read every day?
",0,0,0,1
"Sheila was into history of Asia. She can read 11 pages per hour of the book entitled “Asia’s History Made Easy”. If the encyclopedia has 143 pages, how many hours did it take Sheila to finish reading the book?",0,0,0,1
"Lex read a 43 page book about music and the most popular 12 instruments. If he read only 3 pages a day, how many days will it take Lex to finish reading the book? How many pages did he read on the last day?",0,0,0,1
"Charles was curious about Greek mythology, so he read 8 pages a day of a 99 page book entitled “Greek Mythology: Fast Facts.” How many days did it take Charles to finish the book? How many pages did he read on the last day?",0,0,0,1
Allen read about the solar system. He read 10 pages a day of a book which has 120 pages. How many days did it take Allen to finish reading the book?,0,0,0,1
"Olivia took along 4 friends to a local farm to pick apples. They picked 40 apples in all. How many apples will each one get, if they decided to share them equally?",0,0,0,1
" Cheryl, a grade 1 teacher, distributes 36 pencils equally among 9 children in her
class. How many pencils will each child receive?",0,0,0,1
"Samantha baked 16 chocolate cupcakes for her children. If the cupcakes are shared equally among 4 of her children, how many cupcakes will each child get?",0,0,0,1
"Matt puts up a small square picket fence for his garden. If he uses a total of 40 wooden panels for all sides, how many panels did he use for each side of the picket fence?",0,0,0,1
"Students of grade 4 were divided into seven teams for a game of dumb charades. If the class comprises 49 students, how many students can be found on each team?",0,0,0,1
Gretchen has a deadline of 5 days to complete a period. She estimated that it would require a total of 30 hours to complete the project. How many hours will she be required to work on a daily basis to complete the project on time?,0,0,0,1
Graham shares a pack of 24 marbles among 5 of his friends and himself. How many marbles will each person get?,0,0,0,1
"The first class section of an airplane has a total seating capacity of 24 passengers. How many seats can be found in a row, if they are divided into 4 columns?",0,0,0,1
The TWX mall has a total of 40 shops equally spread over 4 levels. How many shops are located on each level?,0,0,0,1
Reese places an order for 48 half-liter water bottles. They arrive in a total of 6 cartons. How many water bottles are in each carton?,0,0,0,1
"A small hotel in New Jersey has a total of 28 slot machines. If they are arranged in 7 columns, how many slot machines can you find in each row?",0,0,0,1
"Julia's wardrobe has a total of 36 pieces of clothing. If they are arranged equally in 3 shelves, how many pieces of clothing will be found in each shelf?",0,0,0,1
"A unisex gym has a total stock of 55 treadmills. If they are arranged in 5 rows, how many treadmills are in each row?",0,0,0,1
"Delbert invests a total of $56 in the shares of XYZ company. If he has bought 6 shares from the company, how much is each share worth?",0,0,0,1
"John stacked up some firewood in his garage. If he arranged 81 logs of firewood in 9 bundles, how many logs does each bundle contain?",0,0,0,1
"Delilah buys 32 curtain panels for her home. If she plans to use 2 panels for each window, how many windows does she need to panel?",0,0,0,1
"The laundry section of a hotel received equal number of soiled sheets from linen chutes located on 5 floors. If it receives 85 soiled sheets in all, how many soiled sheets were dropped from each floor?",0,0,0,1
A recipe calls for 80 pounds of apples to prepare 8 gallons of hard cider. How many pounds of apples is required to make 1 gallon of hard cider?,0,0,0,1
The HQ of a company places an order for 99 artificial Christmas trees to be distributed equally in 9 office locations. How many Christmas trees will be in each office location?,0,0,0,1
"Rebecca used 84 acrylic beads to make a multistrand necklace for her daughter. If the necklace has 4 equal strands in all, how many beads does each strand hold?",0,0,0,1
"A glass pitcher contains 65 ounces of juice which is poured equally 6 six glasses. How many ounces of juice does each glass contain? How many ounces of juice remains in the pitcher?
",0,0,0,1
"Marion buys 3 similar vanity cases to gift her air-hostess colleagues. She hands over $100 to the cashier. How much did each vanity case cost, if she recieves $1 as change?",0,0,0,1
"Sandra, a handler in a toy manufacturing unit needs to pack 71 identical toys in equal numbers in 3 cartons. How many toys can be packed in each carton? How many toys remain unpacked after she has sorted them equally?",0,0,0,1
Juliet has 38 candy bars which she splits equally among 3 of her cousins. How many candy bars does each of Juliet’s cousins get? How many candy bars does Juliet have left with her?,0,0,0,1
"An egg tray can hold 6 eggs each. If 59 farm fresh eggs need to be packed, how many egg trays can hold 6 eggs each? How many eggs remain to be packed?",0,0,0,1
Roger has 90 ornaments which he wants to use in equal numbers to decorate 4 Christmas trees. How many ornaments were put up on each Christmas tree? How many remain unused?,0,0,0,1
"A supermarket has 83 shopping baskets that need to be arranged equally in 5 stacks. How many baskets will be in each stack, and how many will remain after they have been stacked equally?",0,0,0,1
"Kate made a total of 28 banana crepes for 5 of her nieces. How many crepes did each of them get to eat, if they were divided equally among them? How many crepes remained for Kate to eat?",0,0,0,1
"A small cruise liner employs 66 crew members. If 3 members share a cabin each, how many cabins are requried to accommodate the crew? How many more crew members remain to be lodged?",0,0,0,1
"Ms. Stevens has 34 photo frames that need to be spread equally across the portico, foyer and hall of her house. How many photo frames were put up in each of the 3 areas of the house? How many remain to be hung?",0,0,0,1
"A single door display refrigerator at the supermarket can hold 72 beverages in all. If the refrigerator has 6 racks in total, how many beverages will each rack contain?",0,0,0,1
"There are 18 customers waiting to pay their bills at 3 cash counters. If they have been split up equally, how many customers can be found standing at each cash counter?",0,0,0,1
"Grade 4 has a total strength of 28 students. If the classroom has 7 rows in all, how many students are seated in each row?",0,0,0,1
"Jane, a student in grade 4, brings a box of 35 pencils to school on Monday. She wants to split them equally among 7 of her friends. How many pencils will each of them receive?",0,0,0,1
"The Hobarts invited their friends over for a Halloween party. A 10 pound monster cake was cut into 75 slices. If 25 children in all shared the cake equally, how many slices did each child get?",0,0,0,1
Celia packed 90 party favors in 9 bags. How many party favors did each bag contain?,0,0,0,1
"James, a busser works 8 hour shifts at restaurant in Illnois. what will his daily wage be, if he earns $448 a week?",0,0,0,1
"A high-rise building is installed with 252 smoke alarms. If each floor is fitted with 3 smoke alarms, how many floors are there?",0,0,0,1
A bulldozer uses 144 gallons of diesel over a 3 day period to clear up on a demolished building. How many gallons of diesel was used up on an average in one day?,0,0,0,1
"Amarise, a professional photographer clicked 864 photos at her sister's wedding reception. She arranges them equally in 8 separate folders on her Facebook account. How many wedding photos does each folder contain?",0,0,0,1
"Lilian received a biannual quote from an auto insurance company that amounted to $558. If she has to pay that amount in 6 months, how much money should she pay every month to cover the insurance?",0,0,0,1
Amanda spent $426 on the purhcase and delivery of 2 Disney Frozen 3-wheel scooter for her twin girls. What is the average cost of each 3-wheel scooter?,0,0,0,1
"William purchased a bag of dry food for his Labrador. It contains approximately 198 cups of dry food. If the dog consumes an average of 2 cups a day, how many days will the bag of dry food last?",0,0,0,1
The cows in a dairy farm yield 420 gallons of milk every day. Each cow yields 6 gallons of milk. How many cows are there on the farm?,0,0,0,1
"If John spends an average of $158 every quarter towards water and sewer bill, how much is he charged every month? A quarter is 3 months.",0,0,0,1
"Simon travelled a distance of 608 miles from Pittsburgh, PA to Birmingham, Alabama to visit his family on Easter. If the car used up 19 gallons of fueld in all for the trip, calculate the average miles covered per gallon.",0,0,0,1
"Kris bought a pack of 150 glossy photo papers. If the pack costs $30, how much does each photo paper cost?",0,0,0,1
"A total of 108 students participated in the Spring ballet recital at Dawn High. If 12 students were part of each ballet performance, how many ballet recitals took place in all?",0,0,0,1
"Michelle baked 264 swiss rolls which were to be delivered for a party. If she plans to pack 24 in a box, how many boxes in all will she require to pack all the swiss rolls?",0,0,0,1
"A warehouse receives 380 wooden boxes for storage. If 95 slots are available to store the boxes, how many wooden boxes will be stacked in each slot?",0,0,0,1
A beverage manufacturing company produces apple cider that is packed into 10-ounce bottles. How many bottles will be required to pack 880 ounces of apple cider?,0,0,0,1
"Sharon buys a total of 540 color rubber bands to make bracelets for her friends. If it takes 60 bands to make each bracelet, how many bracelets will Sharon be able to make in all?",0,0,0,1
"If Flynn spent a total of $960 on his health insurance in 2016, calculate the monthly premium he paid for the year.",0,0,0,1
"In 2015, Madeline was scheduled to visit the doctor for a routine check up on the 1st of every month. If she spent a total of $300 towards doctor's fee that ear, how much was she charged for each visit?",0,0,0,1
"Chloe, a tailor, is given 112 yards of fabric to make a total of 28 capes for a school Halloween event. How many yards of fabric does it take to make 1 cape?",0,0,0,1
"The car parking lot at a theater made a total collection of $979 on Sunday night. If each car owner was charged $11, how many cars were stationed in the parking lot?",0,0,0,1
"The Hogwarts library has 15,852 reference books arranged in 6 racks equally. How many books does each rack hold?",0,0,0,1
"Jeremy withdrew $1,000 from his account. On his way home, he stopped at the local grocer's store to buy 450 plastic water bottles for an event and had no money left. How much was each water bottle?",0,0,0,1
"A ski resort is spread over 5,288 acres. The resort is split equally into 4 key areas. How many acres will each key area comprise of?",0,0,0,1
"5 assembly liens in a chocolate factory can churn out 10,000 tons of liquid chocolate in a year. How many tons of liquid chocolate can 1 aseembly line in the chocolate factory produce in a year?",0,0,0,1
"The Disney's All-Star Movies Resort at Orlando, Florida has a total of 1920 rooms spread over 4 floors. How many rooms are on each floor?",0,0,0,1
"Mike, John, and Ryan went on a 3-day trip to Atlantic City. Mike won $93,381 at the slot machine in the airport. If Mike decides to split the money equally with his friends, what share will each person get?",0,0,0,1
"Nina and Betty rented an apartment near Downtown Los Angeles. If they paid $11,460 towards rent for the first quarter, how much are they charged for each month by the landlord?",0,0,0,1
"A ranch in Texas has a total of 1,266 horses. If they are sheltered equally in 6 barns, how many horses are in each barn?",0,0,0,1
"A courier company delivers 1,456 packages in 8 days. If they delievered equal number of packages on all days, how many packages were delivered each day?",0,0,0,1
"If the weight of 1 plate is 236 grams, what is the total weight of 6 such plates?",0,0,0,1
Jimmy has to equally distribute 2590 grams of flour in 7 bowls. How much will he put in each bowl?,0,0,0,1
Danny bought a cake that weighted 870 grams. he cut it into 10 equal pieces. What will be the weight of each piece of cake?,0,0,0,1
"In a crate of apples, there are 25 apples. Natalie needs 100 apples to bake some pies for a fundraiser. How many crates of apples should she buy?",0,0,0,1
Saturn orbits the sun at a speed of about 6 miles per second. How many seconds will Saturn take to travel 50 miles?,0,0,0,1
"Emily wants to make 1,000 paper cranes. She can make 8 cranes a day. Find out how long it will take her to make 1,000 paper cranes.",0,0,0,1
Mike's Deli just sold 328 ham sandwiches this week. How many sandwiches did Mike sell every day this week if he sold the same amount each day?,0,0,0,1
"Don's reading club has read 158 books this year. The reading club has 8 members, and they all read the same amount of books. How many books did each member read?",0,0,0,1
Judy is having a birthday party and invited 7 friends over. She made 98 cookies for party favors. How many cookies did each friend get?,0,0,0,1
Sidra and her sister have 20 minutes to play with their new hula hoop before dinner. They split the time evenly. How long will they each get to play with the hula hoop?,0,0,0,1
"To start a card game, 36 cards are dealt equally to 6 players. How many cards does each player get?",0,0,0,1
A gym teacher splits 48 students into groups of 8 students to play basketball. How many groups of students are playing basketball?,0,0,0,1
"For field day, Mr. Cotman has a total of 49 water balloons. He gives each group 7 balloons. How many groups does Mr. Cotman give balloons to?",0,0,0,1
A movie theater shows 9 minutes of previews before a movie starts. Each preview lasts 3 minutes. How many previews does the theater show?,0,0,0,1
Jenny spent 36 minutes practicing 4 songs on her violin. She spent the same amount of time on each song. How long did Jenny spend practicing each song?,0,0,0,1
A frog needs to jump 21 feet before she can reach her favorite pond. Each jump covers 3 feet. How many times will the frog need to jump to reach the pond?,0,0,0,1
Anna has 32 pages left to read in her chapter book. She plans to read 8 pages each night until she is finished. How many nights will it take Anna to finish the book?,0,0,0,1
"Kali is having a picnic for her 6 friends. The oldest friend, Vikram, is 10 years old. The youngest, Diya, is 6 years old. Kali has a total of 48 blueberries and wants to split them evenly between her friends. How many blueberries does each friend get?",0,0,0,1
Luke and Katie were picking strawberries. Katie picked 36 strawberries. She picked 6 times as many strawberries as Luke picked. What number of strawberries did Luke pick?,0,0,0,1
Naveen has a bag of marbles. There are 44 green marbles. He has 4 times as many green marbles as he does blue marbles. How many blue marbles does Naveen have?,0,0,0,1
Enzo saw 45 squirrels at the park. This was 9 times as many squirrels as he saw in his yard. Find the total number of squirrels Enzo saw in his yard.,0,0,0,1
A hummingbird visited 35 flowers. A bee visited 70 flowers. How many more times did the bee visit flowers than the hummingbird?,0,0,0,1
Miguel has lots of candy from Halloween. He has 42 lollipops. He has 6 times as many lollipops as he does chocolates. How many chocolates does Miguel have?,0,0,0,1
Tanya ate 5 bananas this week. Her pet monkey ate 35 bananas this week. How many more times did Tanya's pet monkey eat bananas than Tanya this week?,0,0,0,1
Shun caught 35 fish. Hiroto caught 7 fish. How many more times did Shun catch a fish compared to Hiroto?,0,0,0,1
There are 8 paintings in the museum. There are 24 statues. How many more times will you see a statue than a painting?,0,0,0,1
Jenna's dogs used 9 chew toys last year. The animal shelter used 2277 chew toys. How many times as many chew toys did the animal shelter use?,0,0,0,1
"Quina is cooking fish for a group of travelers. Quina has 78 huge fish, and each fish can feed 3 travelers. How many travelers can Quina feed?",0,0,0,1
Bry blew 91 bubbles. Ken blew 7 bubbles. How many times as many bubbles did Bry blow?,0,0,0,1
Legolas shoots 3 arrows at once from his bow. He has 177 arrows. How many times can Legolas shoot his bow before he needs more arrows?,0,0,0,1
 A seal has 1500 nerves per whisker. That is 10 times as many as a rat has. How many nerves per whisker does a rat have?,0,0,0,1
"Gregor Mendel is examining peas to try to understand how traits are passed from parents to offspring. Today, Gregor has 228 peas to examine. The pods have 6 peas per pod. How many pods of peas are there?",0,0,0,1
"Varian rides a horse. Gelbin rides a cow. Gelbin's cow ran 4,828 meters which is 3 times as far as Varian's horse. How far did Varian's horse run?",0,0,0,1
"Skylar has 4 times as many books as Karen. If Skylar has 164 books, how many books does Karen have?",0,0,0,1
Ron and Hermione are lifting feathers into the air with magic. Hermione can lift a feather 3525 cm into the air. That is 5 times as high as Ron can lift a feather. How high can Ron lift a feather with his magic?,0,0,0,1
"Nissa is going to plant 485 trees this year. If Nissa plants 5 orchards of trees, how many trees will be in each orchard? Assume each orchard has the same number of trees.",0,0,0,1
Amanda is mailing 5 remote control cars. The mass has a total of 3570 grams. What is the mass of each car?,0,0,0,1
Lily is using dark power crystals to raise an army of zombies. Each crystal can raise 999 zombies. How many crystals does Lily need to raise 6174 zombies?,0,0,0,1
"Jenna has 131 dog biscuits. She wants to give them as gifts to each of her 4 poodles.
How many biscuits does each poodle get? Assume each gets the same number of biscuits.",0,0,0,1
The Zookeeper wants to give each monkey at the zoo an equal number of bananas. There are 37 monkeys in the zoo and 456 bananas. How many bananas does each monkey get? And how many are left over for him to eat himself?,0,0,0,1
Betty has 427 oranges and needs to pack them up equally in 23 boxes. How many oranges go in ecah box and how much does she have left over?,0,0,0,1
Susie's mom buys candy to put in a pinata. If she bought a total of 74 pieces how many do Susie and her 11 friends each get? Are there any pieces left over?,0,0,0,1
Miss King has 1365 pages of scrap paper. She wants to make them into packets for her 31 students. How many pages will each packet have? How many extra pages will she have left over?,0,0,0,1
"Bridget likes to take photos with her new camera. She already has 427 photos. She just bought her camera 15 days ago and took pictures every day. On average, how many photos did she take each day?",0,0,0,1
Sammy wants to buy a new video game that costs $41.95. He is saving $2.25 everyday. How many days did it take for him to save enough money for the video game?,0,0,0,1
Woodhill elementary school's 3rd and 4th grade classes are planning a joint field trip. There is a total of 464 in these two grades and only 45 seats per bus. How many buses will be needed to fit all the students?,0,0,0,1
Billy puts $7 of his allowance into a piggy bank until his piggy bank has $210. How many months has Billy been saving his allowance?,0,0,0,1
